model,train-dataset,test-settings,test-hash,test-size,n_samples,#matches,match_percentage
passgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,1000000,1548,2.16%
passgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,2500000,2712,3.79%
passgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,5000000,3872,5.41%
passgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,7500000,4696,6.56%
passgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,10000000,5341,7.46%
passgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,25000000,7671,10.71%
passgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,50000000,9616,13.43%
passgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,75000000,10783,15.06%
passgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,100000000,11614,16.22%
passgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,250000000,14341,20.03%
passgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,500000000,16415,22.93%
passgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,1000000,7916,2.32%
passgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,2500000,14931,4.38%
passgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,5000000,22251,6.53%
passgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,7500000,27412,8.05%
passgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,10000000,31410,9.22%
passgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,25000000,45052,13.23%
passgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,50000000,56248,16.51%
passgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,75000000,63021,18.50%
passgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,100000000,67852,19.92%
passgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,250000000,83100,24.40%
passgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,500000000,94795,27.83%
passgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,1000000,668,0.07%
passgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,2500000,1620,0.16%
passgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,5000000,2831,0.28%
passgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,7500000,3892,0.39%
passgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,10000000,4796,0.48%
passgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,25000000,9071,0.91%
passgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,50000000,13650,1.37%
passgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,75000000,16994,1.70%
passgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,100000000,19780,1.98%
passgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,250000000,30332,3.04%
passgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,500000000,40117,4.02%
passgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,1000000,583,0.28%
passgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,2500000,1190,0.57%
passgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,5000000,1842,0.89%
passgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,7500000,2352,1.14%
passgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,10000000,2793,1.35%
passgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,25000000,4449,2.15%
passgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,50000000,5950,2.87%
passgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,75000000,7010,3.39%
passgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,100000000,7884,3.81%
passgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,250000000,10939,5.28%
passgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,500000000,13624,6.58%
passgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,1000000,2348,1.93%
passgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,2500000,4389,3.61%
passgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,5000000,6580,5.41%
passgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,7500000,8073,6.63%
passgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,10000000,9276,7.62%
passgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,25000000,13636,11.20%
passgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,50000000,17223,14.15%
passgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,75000000,19468,15.99%
passgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,100000000,21029,17.28%
passgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,250000000,25942,21.31%
passgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,500000000,29315,24.08%
passgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,1000000,218,2.93%
passgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,2500000,343,4.61%
passgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,5000000,464,6.24%
passgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,7500000,546,7.35%
passgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,10000000,599,8.06%
passgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,25000000,806,10.84%
passgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,50000000,988,13.29%
passgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,75000000,1086,14.61%
passgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,100000000,1171,15.75%
passgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,250000000,1426,19.18%
passgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,500000000,1633,21.97%
passgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,1000000,975,10.30%
passgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,2500000,1378,14.56%
passgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,5000000,1702,17.99%
passgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,7500000,1895,20.03%
passgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,10000000,2035,21.51%
passgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,25000000,2457,25.97%
passgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,50000000,2772,29.30%
passgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,75000000,2987,31.57%
passgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,100000000,3130,33.08%
passgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,250000000,3519,37.19%
passgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,500000000,3857,40.76%
passgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,1000000,6613,13.27%
passgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,2500000,9896,19.85%
passgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,5000000,12450,24.98%
passgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,7500000,13894,27.87%
passgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,10000000,14851,29.79%
passgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,25000000,17666,35.44%
passgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,50000000,19396,38.91%
passgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,75000000,20319,40.77%
passgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,100000000,20908,41.95%
passgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,250000000,22712,45.57%
passgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,500000000,23928,48.01%
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,1000000,296,0.41%
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,2500000,683,0.95%
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,5000000,1193,1.67%
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,7500000,1684,2.35%
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,10000000,2139,2.99%
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,25000000,4315,6.03%
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,50000000,6848,9.56%
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,75000000,8621,12.04%
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,100000000,9943,13.89%
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,250000000,14726,20.57%
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,500000000,18671,26.08%
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,1000000,1,0.01%
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,2500000,2,0.03%
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,5000000,4,0.05%
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,7500000,4,0.05%
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,10000000,4,0.05%
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,25000000,6,0.08%
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,50000000,7,0.09%
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,75000000,7,0.09%
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,100000000,10,0.13%
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,250000000,12,0.16%
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,500000000,18,0.24%
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,1000000,123,0.06%
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,2500000,274,0.13%
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,5000000,470,0.23%
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,7500000,672,0.32%
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,10000000,841,0.41%
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,25000000,1819,0.88%
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,50000000,3169,1.53%
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,75000000,4304,2.08%
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,100000000,5286,2.55%
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,250000000,9623,4.65%
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,500000000,13859,6.69%
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,1000000,1937,0.57%
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,2500000,4731,1.39%
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,5000000,9084,2.67%
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,7500000,12955,3.80%
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,10000000,16557,4.86%
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,25000000,34412,10.10%
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,50000000,54071,15.88%
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,75000000,67319,19.77%
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,100000000,77298,22.70%
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,250000000,108685,31.91%
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,500000000,132195,38.81%
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,1000000,1,0.01%
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,2500000,1,0.01%
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,5000000,1,0.01%
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,7500000,1,0.01%
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,10000000,1,0.01%
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,25000000,1,0.01%
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,50000000,1,0.01%
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,75000000,1,0.01%
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,100000000,1,0.01%
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,250000000,6,0.06%
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,500000000,16,0.17%
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,1000000,1025,2.06%
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,2500000,2323,4.66%
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,5000000,3977,7.98%
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,7500000,5319,10.67%
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,10000000,6406,12.85%
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,25000000,10614,21.29%
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,50000000,14065,28.22%
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,75000000,15981,32.06%
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,100000000,17323,34.75%
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,250000000,21145,42.42%
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,500000000,23647,47.44%
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,1000000,350,0.29%
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,2500000,910,0.75%
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,5000000,1803,1.48%
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,7500000,2555,2.10%
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,10000000,3319,2.73%
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,25000000,6895,5.66%
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,50000000,10944,8.99%
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,75000000,13756,11.30%
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,100000000,15946,13.10%
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,250000000,23664,19.44%
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,500000000,29596,24.31%
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,1000000,274,0.03%
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,2500000,728,0.07%
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,5000000,1428,0.14%
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,7500000,2095,0.21%
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,10000000,2743,0.27%
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,25000000,6609,0.66%
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,50000000,12369,1.24%
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,75000000,17350,1.74%
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,100000000,21914,2.19%
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,250000000,42806,4.29%
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,500000000,65440,6.55%
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,1000000,2711,28.65%
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,2500000,3502,37.01%
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,5000000,3994,42.21%
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,7500000,4293,45.37%
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,10000000,4468,47.22%
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,25000000,5076,53.65%
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,50000000,5487,57.99%
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,75000000,5722,60.47%
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,100000000,5858,61.91%
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,250000000,6378,67.41%
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,500000000,6707,70.88%
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,1000000,7519,10.50%
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,2500000,14339,20.03%
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,5000000,21291,29.74%
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,7500000,25396,35.47%
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,10000000,28267,39.48%
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,25000000,35967,50.24%
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,50000000,40633,56.75%
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,75000000,43006,60.07%
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,100000000,44641,62.35%
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,250000000,49157,68.66%
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,500000000,52018,72.65%
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,1000000,5456,1.60%
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,2500000,13143,3.86%
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,5000000,25104,7.37%
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,7500000,35778,10.50%
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,10000000,45560,13.38%
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,25000000,90318,26.52%
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,50000000,135147,39.68%
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,75000000,162269,47.64%
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,100000000,181114,53.18%
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,250000000,233025,68.42%
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,500000000,262916,77.19%
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,1000000,2133,1.75%
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,2500000,4718,3.88%
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,5000000,8369,6.88%
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,7500000,11284,9.27%
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,10000000,13658,11.22%
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,25000000,22864,18.78%
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,50000000,30833,25.33%
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,75000000,35452,29.12%
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,100000000,38660,31.76%
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,250000000,48481,39.83%
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,500000000,55424,45.53%
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,1000000,438,5.89%
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,2500000,729,9.81%
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,5000000,1001,13.47%
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,7500000,1187,15.97%
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,10000000,1330,17.89%
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,25000000,1759,23.66%
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,50000000,2120,28.52%
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,75000000,2322,31.24%
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,100000000,2462,33.12%
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,250000000,2968,39.93%
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,500000000,3327,44.76%
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,1000000,6079,12.20%
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,2500000,10668,21.40%
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,5000000,15075,30.24%
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,7500000,17783,35.68%
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,10000000,19803,39.73%
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,25000000,26110,52.38%
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,50000000,30655,61.50%
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,75000000,32966,66.14%
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,100000000,34447,69.11%
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,250000000,37728,75.69%
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,500000000,39114,78.47%
