model,train-dataset,test-settings,test-hash,test-size,n_samples,#matches,match_percentage
passflow,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,100000000,22908,37.64%
passflow,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,250000000,24823,40.78%
passflow,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,500000000,26019,42.75%
plrgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,1000000,217,2.92%
plrgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,2500000,375,5.05%
plrgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,5000000,529,7.12%
plrgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,7500000,638,8.58%
plrgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,10000000,721,9.70%
plrgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,25000000,869,11.69%
plrgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,50000000,977,13.14%
plrgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,75000000,1025,13.79%
plrgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,100000000,1080,14.53%
plrgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,250000000,1238,16.66%
plrgan,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,500000000,1388,18.67%
plrgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,1000000,1127,11.91%
plrgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,2500000,1579,16.69%
plrgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,5000000,1773,18.74%
plrgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,7500000,1901,20.09%
plrgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,10000000,1977,20.89%
plrgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,25000000,2271,24.00%
plrgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,50000000,2525,26.69%
plrgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,75000000,2666,28.18%
plrgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,100000000,2789,29.48%
plrgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,250000000,3152,33.31%
plrgan,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,500000000,3484,36.82%
plrgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,1000000,1891,2.64%
plrgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,2500000,3750,5.24%
plrgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,5000000,5876,8.21%
plrgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,7500000,7313,10.21%
plrgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,10000000,8419,11.76%
plrgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,25000000,12075,16.87%
plrgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,50000000,13917,19.44%
plrgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,75000000,15022,20.98%
plrgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,100000000,15913,22.23%
plrgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,250000000,18860,26.34%
plrgan,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,500000000,21327,29.79%
plrgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,1000000,8565,17.18%
plrgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,2500000,12939,25.96%
plrgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,5000000,15661,31.42%
plrgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,7500000,17093,34.29%
plrgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,10000000,18008,36.13%
plrgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,25000000,20604,41.34%
plrgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,50000000,22065,44.27%
plrgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,75000000,22869,45.88%
plrgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,100000000,23384,46.91%
plrgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,250000000,24882,49.92%
plrgan,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,500000000,25913,51.99%
plrgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,1000000,3062,2.52%
plrgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,2500000,5833,4.79%
plrgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,5000000,9013,7.40%
plrgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,7500000,11312,9.29%
plrgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,10000000,13087,10.75%
plrgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,25000000,19485,16.01%
plrgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,50000000,23806,19.56%
plrgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,75000000,25890,21.27%
plrgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,100000000,27353,22.47%
plrgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,250000000,31932,26.23%
plrgan,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,500000000,35469,29.14%
plrgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,1000000,6695,1.97%
plrgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,2500000,14489,4.25%
plrgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,5000000,24683,7.25%
plrgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,7500000,32662,9.59%
plrgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,10000000,38976,11.44%
plrgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,25000000,62160,18.25%
plrgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,50000000,78029,22.91%
plrgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,75000000,87362,25.65%
plrgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,100000000,94192,27.66%
plrgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,250000000,116206,34.12%
plrgan,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,500000000,132865,39.01%
plrgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,1000000,937,0.45%
plrgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,2500000,1982,0.96%
plrgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,5000000,3279,1.58%
plrgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,7500000,4255,2.06%
plrgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,10000000,5075,2.45%
plrgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,25000000,8321,4.02%
plrgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,50000000,11457,5.53%
plrgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,75000000,13560,6.55%
plrgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,100000000,15182,7.33%
plrgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,250000000,20993,10.14%
plrgan,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,500000000,26099,12.61%
plrgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,1000000,685,0.07%
plrgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,2500000,1671,0.17%
plrgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,5000000,3331,0.33%
plrgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,7500000,4846,0.49%
plrgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,10000000,6268,0.63%
plrgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,25000000,13524,1.35%
plrgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,50000000,22880,2.29%
plrgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,75000000,30061,3.01%
plrgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,100000000,36000,3.61%
plrgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,250000000,60247,6.03%
plrgan,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,500000000,84462,8.46%
plrgan,rockyou,all-12--90-100-80,709a6534961a8fe1db7f5a98f8dc79cb,3065270,500000000,531740,17.35%
plrgan,taobao,all-12--90-100-80,f6dd12b97e6484962c25d2a0fc61e398,1095560,500000000,167623,15.30%
plrgan,linkedin,all-12--90-100-80,4b7e012b0ff155a61d7a55e923f2b061,8985300,500000000,758943,8.45%
plrgan,ashleymadison,all-12--90-100-80,6cf9327b6960798244fea256805b4ac7,66887,500000000,14617,21.85%
plrgan,gmail,all-12--90-100-80,34ba8951d04925e317dd94b62d6699bd,644351,500000000,100963,15.67%
plrgan,mailru,all-12--90-100-80,7b7fe15f8236c732f2d8d5c7f2f468e9,448591,500000000,79574,17.74%
plrgan,libero,all-12--90-100-80,df603a4e45a88a79acfed640aad9d058,85154,500000000,18515,21.74%
plrgan,000webhost,all-12--90-100-80,56947e7b849e2aa4d942c340cd62db69,1863368,500000000,82297,4.42%
plrgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,1000000,112,3.01%
plrgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,2500000,192,5.17%
plrgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,5000000,259,6.97%
plrgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,7500000,322,8.66%
plrgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,10000000,364,9.79%
plrgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,25000000,447,12.03%
plrgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,50000000,498,13.40%
plrgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,75000000,525,14.12%
plrgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,100000000,551,14.82%
plrgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,250000000,626,16.84%
plrgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,500000000,710,19.10%
plrgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,1000000,564,11.92%
plrgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,2500000,800,16.91%
plrgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,5000000,905,19.13%
plrgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,7500000,980,20.71%
plrgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,10000000,1023,21.62%
plrgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,25000000,1194,25.24%
plrgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,50000000,1337,28.26%
plrgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,75000000,1418,29.97%
plrgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,100000000,1482,31.33%
plrgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,250000000,1682,35.55%
plrgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,500000000,1861,39.34%
plrgan,gmail,all-12-5-100-80,5dd9b46019728356fafbf71a76adc82b,35798,1000000,1063,2.97%
plrgan,gmail,all-12-5-100-80,5dd9b46019728356fafbf71a76adc82b,35798,2500000,2026,5.66%
plrgan,gmail,all-12-5-100-80,5dd9b46019728356fafbf71a76adc82b,35798,5000000,3168,8.85%
plrgan,gmail,all-12-5-100-80,5dd9b46019728356fafbf71a76adc82b,35798,7500000,3907,10.91%
plrgan,gmail,all-12-5-100-80,5dd9b46019728356fafbf71a76adc82b,35798,10000000,4503,12.58%
plrgan,gmail,all-12-5-100-80,5dd9b46019728356fafbf71a76adc82b,35798,25000000,6502,18.16%
plrgan,gmail,all-12-5-100-80,5dd9b46019728356fafbf71a76adc82b,35798,50000000,7545,21.08%
plrgan,gmail,all-12-5-100-80,5dd9b46019728356fafbf71a76adc82b,35798,75000000,8168,22.82%
plrgan,gmail,all-12-5-100-80,5dd9b46019728356fafbf71a76adc82b,35798,100000000,8689,24.27%
plrgan,gmail,all-12-5-100-80,5dd9b46019728356fafbf71a76adc82b,35798,250000000,10354,28.92%
plrgan,gmail,all-12-5-100-80,5dd9b46019728356fafbf71a76adc82b,35798,500000000,11756,32.84%
plrgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,1000000,5465,21.93%
plrgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,2500000,8102,32.51%
plrgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,5000000,9707,38.95%
plrgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,7500000,10503,42.14%
plrgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,10000000,10983,44.07%
plrgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,25000000,12309,49.39%
plrgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,50000000,12957,51.99%
plrgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,75000000,13322,53.45%
plrgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,100000000,13551,54.37%
plrgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,250000000,14223,57.07%
plrgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,500000000,14695,58.96%
plrgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,1000000,2829,4.65%
plrgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,2500000,5312,8.73%
plrgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,5000000,8132,13.36%
plrgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,7500000,10109,16.61%
plrgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,10000000,11618,19.09%
plrgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,25000000,16827,27.65%
plrgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,50000000,19999,32.86%
plrgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,75000000,21455,35.25%
plrgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,100000000,22428,36.85%
plrgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,250000000,25257,41.50%
plrgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,500000000,27314,44.88%
plrgan,rockyou,all-12-5-100-80,39d3c50cb3e5d052a98f13e906111f7b,170295,1000000,4292,2.52%
plrgan,rockyou,all-12-5-100-80,39d3c50cb3e5d052a98f13e906111f7b,170295,2500000,9168,5.38%
plrgan,rockyou,all-12-5-100-80,39d3c50cb3e5d052a98f13e906111f7b,170295,5000000,15411,9.05%
plrgan,rockyou,all-12-5-100-80,39d3c50cb3e5d052a98f13e906111f7b,170295,7500000,20168,11.84%
plrgan,rockyou,all-12-5-100-80,39d3c50cb3e5d052a98f13e906111f7b,170295,10000000,23933,14.05%
plrgan,rockyou,all-12-5-100-80,39d3c50cb3e5d052a98f13e906111f7b,170295,25000000,37446,21.99%
plrgan,rockyou,all-12-5-100-80,39d3c50cb3e5d052a98f13e906111f7b,170295,50000000,46262,27.17%
plrgan,rockyou,all-12-5-100-80,39d3c50cb3e5d052a98f13e906111f7b,170295,75000000,51438,30.21%
plrgan,rockyou,all-12-5-100-80,39d3c50cb3e5d052a98f13e906111f7b,170295,100000000,55081,32.34%
plrgan,rockyou,all-12-5-100-80,39d3c50cb3e5d052a98f13e906111f7b,170295,250000000,66798,39.22%
plrgan,rockyou,all-12-5-100-80,39d3c50cb3e5d052a98f13e906111f7b,170295,500000000,75447,44.30%
plrgan,linkedin,all-12-5-100-80,07ad11014dc6bf449c4d7bcd610d6725,499186,1000000,335,0.07%
plrgan,linkedin,all-12-5-100-80,07ad11014dc6bf449c4d7bcd610d6725,499186,2500000,828,0.17%
plrgan,linkedin,all-12-5-100-80,07ad11014dc6bf449c4d7bcd610d6725,499186,5000000,1638,0.33%
plrgan,linkedin,all-12-5-100-80,07ad11014dc6bf449c4d7bcd610d6725,499186,7500000,2370,0.47%
plrgan,linkedin,all-12-5-100-80,07ad11014dc6bf449c4d7bcd610d6725,499186,10000000,3094,0.62%
plrgan,linkedin,all-12-5-100-80,07ad11014dc6bf449c4d7bcd610d6725,499186,25000000,6724,1.35%
plrgan,linkedin,all-12-5-100-80,07ad11014dc6bf449c4d7bcd610d6725,499186,50000000,11372,2.28%
plrgan,linkedin,all-12-5-100-80,07ad11014dc6bf449c4d7bcd610d6725,499186,75000000,14927,2.99%
plrgan,linkedin,all-12-5-100-80,07ad11014dc6bf449c4d7bcd610d6725,499186,100000000,17938,3.59%
plrgan,linkedin,all-12-5-100-80,07ad11014dc6bf449c4d7bcd610d6725,499186,250000000,30006,6.01%
plrgan,linkedin,all-12-5-100-80,07ad11014dc6bf449c4d7bcd610d6725,499186,500000000,42258,8.47%
plrgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,1000000,687,0.66%
plrgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,2500000,1435,1.39%
plrgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,5000000,2344,2.26%
plrgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,7500000,2991,2.89%
plrgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,10000000,3524,3.40%
plrgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,25000000,5679,5.49%
plrgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,50000000,7666,7.41%
plrgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,75000000,8946,8.64%
plrgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,100000000,9989,9.65%
plrgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,250000000,13470,13.01%
plrgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,500000000,16438,15.88%
