model,train-dataset,test-settings,test-hash,test-size,#gen,#matches,match_percentage
passgpt,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,100000000,197656,29.45%,80736540
passgpt,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,250000000,240642,35.85%,187412882
passgpt,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,500000000,274727,40.93%,351562198
plr-gan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,1000000,3700,0.45%,997075
plr-gan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,2500000,7648,0.92%,2478828
plr-gan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,5000000,12532,1.51%,4930947
plr-gan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,7500000,16308,1.97%,7365302
plr-gan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,10000000,19602,2.37%,9782526
plr-gan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,25000000,33388,4.04%,24070244
plr-gan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,50000000,47683,5.76%,47305078
plr-gan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,75000000,57769,6.98%,70058457
plr-gan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,100000000,65654,7.93%,92449098
plr-gan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,250000000,92705,11.20%,214400770
plr-gan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,500000000,110344,13.34%,373612109
passflow,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,1000000,25128,1.20%,992033
passflow,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,2500000,50663,2.42%,2462810
passflow,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,5000000,81539,3.89%,4932107
passflow,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,7500000,105182,5.02%,7381390
passflow,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,10000000,124709,5.95%,9829227
passflow,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,25000000,204337,9.74%,24369666
passflow,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,50000000,276315,13.18%,48408674
passflow,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,75000000,322746,15.39%,72153253
passflow,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,100000000,357663,17.06%,95654644
passflow,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,250000000,473535,22.58%,234235628
passflow,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,500000000,573015,27.33%,459512838
passflow,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,1000000,18833,1.97%,977560
passflow,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,2500000,35869,3.75%,2421182
passflow,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,5000000,56436,5.90%,4796836
passflow,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,7500000,70605,7.38%,7128592
passflow,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,10000000,80962,8.46%,9428664
passflow,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,25000000,114928,12.01%,22851176
passflow,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,50000000,137300,14.35%,45279790
passflow,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,75000000,151039,15.78%,67650639
passflow,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,100000000,161046,16.83%,89525986
passflow,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,250000000,195917,20.47%,220278053
passflow,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,500000000,222968,23.30%,432506571
passgpt,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,1000000,11838,12.51%,919848
passgpt,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,2500000,16211,17.13%,2200768
passgpt,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,5000000,19193,20.28%,4255083
passgpt,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,7500000,21027,22.22%,6259032
passgpt,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,10000000,22324,23.59%,8225612
passgpt,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,25000000,26532,28.04%,19595983
passgpt,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,50000000,29984,31.69%,37648354
passgpt,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,75000000,31980,33.80%,55050085
passgpt,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,100000000,33473,35.38%,72017726
passgpt,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,250000000,38192,40.36%,168556796
passgpt,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,500000000,41738,44.11%,318856318
plr-gan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,1000000,7321,1.09%,992210
plr-gan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,2500000,14970,2.23%,2454903
plr-gan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,5000000,24057,3.58%,4856897
plr-gan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,7500000,30832,4.59%,7226942
plr-gan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,10000000,36284,5.41%,9570887
plr-gan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,25000000,57197,8.52%,23308283
plr-gan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,50000000,74303,11.07%,45014671
plr-gan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,75000000,83020,12.37%,64813984
plr-gan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,100000000,89300,13.30%,83624984
plr-gan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,250000000,110667,16.49%,186434778
plr-gan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,500000000,129000,19.22%,339029999
passgpt,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,1000000,27416,0.51%,998602
passgpt,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,2500000,67333,1.25%,2483509
passgpt,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,5000000,130360,2.41%,4934945
passgpt,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,7500000,189885,3.51%,7356427
passgpt,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,10000000,246567,4.56%,9748010
passgpt,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,25000000,532954,9.86%,23597683
passgpt,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,50000000,869662,16.09%,45209885
passgpt,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,75000000,1105041,20.45%,65529307
passgpt,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,100000000,1282097,23.72%,84927982
passgpt,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,250000000,1858483,34.39%,189861078
passgpt,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,500000000,2287849,42.33%,341957980
vgpt2,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,1000000,6887,0.22%,1000897
vgpt2,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,2500000,16650,0.54%,2497205
vgpt2,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,5000000,32385,1.05%,4988189
vgpt2,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,7500000,46778,1.51%,7473713
vgpt2,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,10000000,60215,1.95%,9952114
vgpt2,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,25000000,127050,4.11%,24736234
vgpt2,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,50000000,206069,6.67%,49090678
vgpt2,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,75000000,263561,8.53%,73180947
vgpt2,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,100000000,308716,9.99%,97063058
vgpt2,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,250000000,472296,15.29%,237473284
vgpt2,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,500000000,576623,18.66%,391485200
passgan,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,1000000,1457,0.07%,988380
passgan,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,2500000,3065,0.15%,2441122
passgan,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,5000000,5016,0.24%,4820641
passgan,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,7500000,6603,0.32%,7162736
passgan,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,10000000,7961,0.38%,9472943
passgan,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,25000000,13714,0.66%,22930802
passgan,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,50000000,19931,0.96%,44378511
passgan,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,75000000,24412,1.18%,65056651
passgan,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,100000000,27974,1.35%,85181948
passgan,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,250000000,41886,2.02%,198860485
passgan,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,500000000,55125,2.66%,373276173
passgpt,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,1000000,26998,0.79%,998708
passgpt,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,2500000,66108,1.94%,2484424
passgpt,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,5000000,126761,3.72%,4938827
passgpt,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,7500000,183393,5.38%,7366477
passgpt,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,10000000,235647,6.92%,9766347
passgpt,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,25000000,486338,14.28%,23718556
passgpt,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,50000000,756622,22.22%,45676443
passgpt,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,75000000,931345,27.35%,66517918
passgpt,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,100000000,1055500,30.99%,86561131
passgpt,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,250000000,1422314,41.76%,196976183
passgpt,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,500000000,1663950,48.86%,361507890
passgpt,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,1000000,16943,3.44%,985693
passgpt,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,2500000,35250,7.16%,2417206
passgpt,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,5000000,57815,11.74%,4719921
passgpt,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,7500000,74894,15.20%,6939627
passgpt,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,10000000,88668,18.00%,9092925
passgpt,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,25000000,138881,28.19%,21034346
passgpt,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,50000000,179842,36.51%,38692331
passgpt,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,75000000,203187,41.24%,54736797
passgpt,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,100000000,219008,44.46%,69736124
passgpt,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,250000000,267551,54.31%,148088955
passgpt,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,500000000,302273,61.36%,256950504
passflow,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,1000000,1117,0.07%,996182
passflow,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,2500000,5953,0.38%,2441243
passflow,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,5000000,9867,0.62%,4834298
passflow,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,7500000,12863,0.81%,7230667
passflow,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,10000000,15312,0.97%,9559893
passflow,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,25000000,24464,1.55%,23853856
passflow,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,50000000,31958,2.02%,47516106
passflow,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,75000000,37006,2.34%,71504472
passflow,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,100000000,40664,2.57%,95592561
passflow,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,250000000,53378,3.37%,241138101
passflow,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,500000000,63877,4.04%,481706713
passflow,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,1000000,31703,2.60%,928764
passflow,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,2500000,49536,4.07%,2260354
passflow,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,5000000,69363,5.70%,4445867
passflow,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,7500000,83647,6.87%,6569508
passflow,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,10000000,94335,7.75%,8677168
passflow,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,25000000,126967,10.43%,20814610
passflow,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,50000000,149028,12.24%,40448001
passflow,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,75000000,162071,13.31%,60156137
passflow,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,100000000,171393,14.08%,79525658
passflow,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,250000000,203535,16.72%,200015047
passflow,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,500000000,227406,18.68%,390218663
vgpt2,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,1000000,3177,0.64%,998065
vgpt2,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,2500000,7374,1.50%,2480410
vgpt2,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,5000000,13577,2.76%,4925999
vgpt2,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,7500000,18845,3.83%,7341389
vgpt2,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,10000000,23643,4.80%,9730009
vgpt2,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,25000000,44104,8.95%,23677982
vgpt2,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,50000000,64829,13.16%,45928633
vgpt2,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,75000000,78934,16.02%,67387953
vgpt2,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,100000000,89428,18.15%,88286525
vgpt2,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,250000000,126034,25.58%,206428407
vgpt2,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,500000000,155983,31.66%,387761788
passflow,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,1000000,28815,0.93%,992628
passflow,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,2500000,58045,1.88%,2458157
passflow,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,5000000,93237,3.02%,4895600
passflow,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,7500000,119451,3.87%,7343706
passflow,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,10000000,140720,4.55%,9777320
passflow,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,25000000,223747,7.24%,24210463
passflow,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,50000000,297501,9.63%,47576093
passflow,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,75000000,340963,11.04%,70596144
passflow,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,100000000,372435,12.05%,93196281
passflow,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,250000000,479879,15.53%,225767323
passflow,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,500000000,566589,18.34%,438744210
fla,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,1000000,15963,21.48%,1001472
fla,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,2500000,20577,27.69%,2500605
fla,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,5000000,24247,32.62%,5001213
fla,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,7500000,26460,35.60%,7501815
fla,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,10000000,27976,37.64%,10000373
fla,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,25000000,32750,44.07%,25001950
fla,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,50000000,36545,49.17%,50001845
fla,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,75000000,38847,52.27%,75001731
fla,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,100000000,40471,54.45%,100001613
fla,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,250000000,45411,61.10%,250000666
fla,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,500000000,48800,65.66%,499998074
plr-gan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,1000000,18210,0.53%,996524
plr-gan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,2500000,41410,1.22%,2473149
plr-gan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,5000000,73556,2.16%,4905820
plr-gan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,7500000,100270,2.94%,7307684
plr-gan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,10000000,123192,3.62%,9683224
plr-gan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,25000000,219549,6.45%,23582088
plr-gan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,50000000,313975,9.22%,45871328
plr-gan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,75000000,372760,10.94%,67415180
plr-gan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,100000000,413808,12.15%,88148283
plr-gan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,250000000,552400,16.22%,203820877
plr-gan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,500000000,669894,19.67%,380256251
fla,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,1000000,115423,16.12%,1001469
fla,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,2500000,158809,22.18%,2500603
fla,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,5000000,194297,27.14%,5001200
fla,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,7500000,214202,29.92%,7501796
fla,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,10000000,227669,31.80%,10000341
fla,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,25000000,268513,37.50%,25001846
fla,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,50000000,300348,41.95%,50001553
fla,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,75000000,319645,44.65%,75001165
fla,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,100000000,333475,46.58%,100000767
fla,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,250000000,374772,52.35%,249997817
fla,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,500000000,405771,56.68%,499990736
passflow,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,1000000,3843,0.46%,980483
passflow,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,2500000,7881,0.95%,2411704
passflow,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,5000000,11296,1.37%,4736279
passflow,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,7500000,14663,1.77%,7110423
passflow,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,10000000,16633,2.01%,9427977
passflow,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,25000000,25393,3.07%,23208096
passflow,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,50000000,34276,4.14%,46141591
passflow,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,75000000,40864,4.94%,69229168
passflow,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,100000000,45568,5.51%,92503014
passflow,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,250000000,62561,7.56%,232609728
passflow,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,500000000,77419,9.36%,466515838
vgpt2,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,1000000,1,0.00%,998560
vgpt2,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,2500000,1,0.00%,2484802
vgpt2,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,5000000,1,0.00%,4945678
vgpt2,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,7500000,2,0.00%,7387842
vgpt2,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,10000000,3,0.00%,9812005
vgpt2,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,25000000,7,0.01%,24129663
vgpt2,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,50000000,10,0.01%,47350122
vgpt2,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,75000000,12,0.01%,70019336
vgpt2,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,100000000,15,0.02%,92271073
vgpt2,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,250000000,35,0.04%,219985998
vgpt2,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,500000000,57,0.06%,419637311
vgpt2,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,1000000,311,0.04%,1001414
vgpt2,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,2500000,732,0.09%,2500270
vgpt2,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,5000000,1403,0.17%,4999992
vgpt2,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,7500000,2067,0.25%,7499181
vgpt2,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,10000000,2724,0.33%,9995920
vgpt2,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,25000000,6448,0.78%,24976571
vgpt2,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,50000000,11614,1.40%,49909016
vgpt2,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,75000000,16125,1.95%,74803558
vgpt2,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,100000000,19970,2.41%,99663791
vgpt2,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,250000000,38252,4.62%,248191009
vgpt2,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,500000000,58505,7.07%,493771441
passgpt,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,1000000,19934,4.00%,982251
passgpt,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,2500000,38890,7.80%,2405499
passgpt,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,5000000,58652,11.77%,4704338
passgpt,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,7500000,71375,14.32%,6940913
passgpt,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,10000000,80723,16.20%,9136110
passgpt,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,25000000,110504,22.17%,21782720
passgpt,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,50000000,133119,26.71%,41821018
passgpt,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,75000000,145886,29.27%,61129744
passgpt,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,100000000,154661,31.03%,79949372
passgpt,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,250000000,181842,36.48%,187111998
passgpt,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,500000000,201153,40.36%,354252862
passgpt,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,1000000,10481,1.10%,996518
passgpt,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,2500000,23627,2.47%,2472630
passgpt,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,5000000,41871,4.38%,4901544
passgpt,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,7500000,56705,5.93%,7295861
passgpt,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,10000000,69717,7.28%,9658363
passgpt,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,25000000,122094,12.76%,23374475
passgpt,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,50000000,171994,17.97%,45036235
passgpt,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,75000000,204134,21.33%,65723864
