model,train-dataset,test-settings,test-hash,test-size,#gen,#matches,match_percentage
plr-gan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,1000000,6611,12.33%,878092
plr-gan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,2500000,8339,15.55%,1957651
plr-gan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,5000000,9620,17.94%,3558532
plr-gan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,7500000,10385,19.36%,5028811
plr-gan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,10000000,10927,20.37%,6415813
plr-gan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,25000000,12911,24.07%,13776740
plr-gan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,50000000,14489,27.01%,24200823
plr-gan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,75000000,15441,28.79%,33407747
plr-gan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,100000000,16120,30.06%,41878753
plr-gan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,250000000,18538,34.56%,84335057
plr-gan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,500000000,20320,37.89%,140117647
passgan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,1000000,2720,4.99%,921397
passgan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,2500000,4302,7.89%,2178454
passgan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,5000000,5802,10.64%,4116713
passgan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,7500000,6723,12.33%,5929577
passgan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,10000000,7406,13.58%,7657333
passgan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,25000000,9669,17.73%,16922821
passgan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,50000000,11473,21.03%,30106159
passgan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,75000000,12530,22.97%,41731604
passgan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,100000000,13326,24.43%,52358506
passgan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,250000000,15749,28.87%,104799540
passgan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,500000000,17536,32.15%,171767293
passgan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,1000000,8331,1.89%,886916
passgan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,2500000,14206,3.23%,2063293
passgan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,5000000,20048,4.55%,3839928
passgan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,7500000,24124,5.48%,5475879
passgan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,10000000,27249,6.19%,7017014
passgan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,25000000,38206,8.68%,15067847
passgan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,50000000,47405,10.77%,26113071
passgan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,75000000,53079,12.05%,35579574
passgan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,100000000,57278,13.01%,44057089
passgan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,250000000,70779,16.07%,84192830
passgan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,500000000,81054,18.41%,132697065
plr-gan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,1000000,12081,2.45%,981478
plr-gan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,2500000,24303,4.93%,2399823
plr-gan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,5000000,39303,7.98%,4673913
plr-gan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,7500000,50513,10.25%,6859820
plr-gan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,10000000,58416,11.86%,8870735
plr-gan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,25000000,84709,17.19%,19297147
plr-gan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,50000000,107728,21.87%,34095013
plr-gan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,75000000,122321,24.83%,47319727
plr-gan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,100000000,133247,27.05%,59577908
plr-gan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,250000000,168812,34.27%,122254573
plr-gan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,500000000,196131,39.81%,207096709
vgpt2,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,1000000,8,0.01%,932070
vgpt2,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,2500000,13,0.02%,2232640
vgpt2,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,5000000,18,0.03%,4278728
vgpt2,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,7500000,23,0.04%,6233337
vgpt2,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,10000000,30,0.06%,8126814
vgpt2,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,25000000,54,0.10%,18674265
vgpt2,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,50000000,82,0.15%,34588542
vgpt2,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,75000000,107,0.20%,49337554
vgpt2,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,100000000,130,0.24%,63316973
vgpt2,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,250000000,231,0.43%,138187088
vgpt2,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,500000000,322,0.60%,214481642
plr-gan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,1000000,2801,5.14%,957049
plr-gan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,2500000,4671,8.56%,2312643
plr-gan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,5000000,6083,11.15%,4309339
plr-gan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,7500000,6666,12.22%,5924537
plr-gan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,10000000,7114,13.04%,7386881
plr-gan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,25000000,8595,15.76%,14835461
plr-gan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,50000000,10058,18.44%,25088582
plr-gan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,75000000,11020,20.20%,34070240
plr-gan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,100000000,11686,21.43%,42267610
plr-gan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,250000000,14131,25.91%,83143108
plr-gan,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,500000000,16179,29.66%,137082690
passgan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,1000000,16689,3.87%,919089
passgan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,2500000,25840,5.99%,2196189
passgan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,5000000,33861,7.85%,4213167
passgan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,7500000,38826,9.00%,6150241
passgan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,10000000,42415,9.83%,8034096
passgan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,25000000,53912,12.49%,18658969
passgan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,50000000,62925,14.58%,34975233
passgan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,75000000,68246,15.81%,50308971
passgan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,100000000,71957,16.67%,64983198
passgan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,250000000,84347,19.55%,145045398
passgan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,500000000,93738,21.72%,262430316
passgan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,1000000,20609,0.67%,928846
passgan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,2500000,39605,1.28%,2189139
passgan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,5000000,60839,1.97%,4117971
passgan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,7500000,76174,2.47%,5915877
passgan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,10000000,88243,2.86%,7620364
passgan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,25000000,133492,4.32%,16732966
passgan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,50000000,174288,5.64%,29692281
passgan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,75000000,200396,6.49%,41158255
passgan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,100000000,219456,7.10%,51677481
passgan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,250000000,284454,9.21%,104248338
passgan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,500000000,336491,10.89%,173069012
plr-gan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,1000000,23563,7.68%,963563
plr-gan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,2500000,36437,11.88%,2323542
plr-gan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,5000000,44814,14.61%,4443089
plr-gan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,7500000,49486,16.13%,6467407
plr-gan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,10000000,52657,17.17%,8426583
plr-gan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,25000000,63163,20.59%,19441277
plr-gan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,50000000,71504,23.31%,36293018
plr-gan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,75000000,76537,24.95%,52088781
plr-gan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,100000000,80322,26.18%,67182346
plr-gan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,250000000,92773,30.24%,149573356
plr-gan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,500000000,102716,33.48%,270877617
passgan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,1000000,14567,0.27%,965540
passgan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,2500000,31505,0.58%,2324729
passgan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,5000000,53458,0.99%,4452570
passgan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,7500000,70966,1.31%,6460620
passgan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,10000000,86022,1.59%,8378991
passgan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,25000000,147661,2.73%,18705861
passgan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,50000000,209197,3.87%,33358333
passgan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,75000000,249883,4.62%,46181360
passgan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,100000000,281117,5.20%,57813650
passgan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,250000000,390091,7.22%,113932806
passgan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,500000000,479076,8.86%,182907313
plr-gan,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,1000000,31188,1.49%,988591
plr-gan,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,2500000,67368,3.21%,2432057
plr-gan,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,5000000,113427,5.41%,4772336
plr-gan,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,7500000,149259,7.12%,7050272
plr-gan,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,10000000,178333,8.50%,9277868
plr-gan,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,25000000,285150,13.60%,21675619
plr-gan,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,50000000,375866,17.92%,40068681
plr-gan,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,75000000,433131,20.65%,56993139
plr-gan,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,100000000,475571,22.68%,72972075
plr-gan,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,250000000,620383,29.58%,157738431
plr-gan,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,500000000,738007,35.19%,277579264
plr-gan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,1000000,21436,0.69%,990547
plr-gan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,2500000,46530,1.51%,2443043
plr-gan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,5000000,78431,2.54%,4812425
plr-gan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,7500000,103364,3.35%,7134772
plr-gan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,10000000,124245,4.02%,9417904
plr-gan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,25000000,206921,6.70%,22641743
plr-gan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,50000000,285598,9.24%,43587932
plr-gan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,75000000,332748,10.77%,63748021
plr-gan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,100000000,364271,11.79%,82804667
plr-gan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,250000000,471808,15.27%,185300088
plr-gan,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,500000000,564064,18.26%,335757971
vgpt2,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,1000000,2546,0.83%,987319
vgpt2,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,2500000,4835,1.58%,2435981
vgpt2,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,5000000,7175,2.34%,4805252
vgpt2,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,7500000,8886,2.90%,7134919
vgpt2,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,10000000,10270,3.35%,9433768
vgpt2,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,25000000,15611,5.09%,22798678
vgpt2,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,50000000,20491,6.68%,44061430
vgpt2,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,75000000,23730,7.74%,64531385
vgpt2,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,100000000,26402,8.61%,84432087
vgpt2,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,250000000,35605,11.61%,196542203
vgpt2,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,500000000,43681,14.24%,367803483
fla,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,1000000,329300,15.70%,1001462
fla,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,2500000,535911,25.56%,2500574
fla,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,5000000,709241,33.82%,5001091
fla,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,7500000,807252,38.50%,7501564
fla,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,10000000,873151,41.64%,9999953
fla,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,25000000,1087885,51.88%,25000448
fla,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,50000000,1259346,60.05%,49997574
fla,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,75000000,1346241,64.20%,74994188
fla,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,100000000,1403845,66.94%,99990721
fla,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,250000000,1573409,75.03%,249969067
fla,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,500000000,1688835,80.53%,499923358
passflow,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,1000000,1285,2.36%,874396
passflow,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,2500000,1930,3.54%,2100514
passflow,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,5000000,2651,4.86%,4183612
passflow,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,7500000,3256,5.97%,6259804
passflow,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,10000000,3623,6.64%,8422681
passflow,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,25000000,4851,8.89%,21661128
passflow,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,50000000,6054,11.10%,44177910
passflow,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,75000000,6931,12.71%,66856982
passflow,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,100000000,7561,13.86%,89621505
passflow,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,250000000,9869,18.09%,226294759
passflow,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,500000000,12129,22.24%,445555884
passgpt,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,1000000,21237,4.82%,978106
passgpt,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,2500000,41538,9.43%,2383744
passgpt,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,5000000,62940,14.29%,4632893
passgpt,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,7500000,77282,17.55%,6795978
passgpt,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,10000000,87896,19.96%,8899479
passgpt,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,25000000,122116,27.73%,20735864
passgpt,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,50000000,148095,33.63%,38860541
passgpt,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,75000000,163130,37.05%,55886129
passgpt,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,100000000,174178,39.55%,72191136
passgpt,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,250000000,209474,47.57%,161266745
passgpt,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,500000000,236475,53.70%,292000438
fla,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,1000000,110981,13.41%,1001459
fla,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,2500000,147189,17.79%,2500573
fla,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,5000000,174913,21.14%,5001135
fla,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,7500000,191481,23.14%,7501685
fla,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,10000000,203372,24.58%,10000172
fla,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,25000000,242049,29.25%,25001342
fla,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,50000000,272070,32.88%,50000363
fla,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,75000000,289553,34.99%,74999285
fla,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,100000000,302037,36.50%,99998217
fla,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,250000000,346282,41.85%,249992049
fla,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,500000000,386690,46.73%,499978421
passgan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,1000000,7636,0.80%,978546
passgan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,2500000,15598,1.63%,2384824
passgan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,5000000,24910,2.60%,4628857
passgan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,7500000,31743,3.32%,6788038
passgan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,10000000,37158,3.88%,8881340
passgan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,25000000,58524,6.12%,20625461
passgan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,50000000,77960,8.15%,38461936
passgan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,75000000,90690,9.48%,55066327
passgan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,100000000,100164,10.47%,70849085
passgan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,250000000,132683,13.86%,155963719
passgan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,500000000,158768,16.59%,279174739
passflow,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,1000000,5255,1.19%,925857
passflow,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,2500000,9698,2.20%,2334377
passflow,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,5000000,14376,3.26%,4638172
passflow,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,7500000,17424,3.96%,6920253
passflow,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,10000000,19686,4.47%,9192867
passflow,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,25000000,31322,7.11%,23006673
passflow,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,50000000,42978,9.76%,46253005
passflow,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,75000000,53392,12.12%,69462188
passflow,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,100000000,59823,13.59%,92668682
passflow,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,250000000,81376,18.48%,231998024
passflow,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,500000000,97269,22.09%,461667620
fla,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,1000000,83130,27.10%,1001472
fla,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,2500000,104186,33.96%,2500608
fla,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,5000000,119273,38.88%,5001216
fla,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,7500000,127553,41.58%,7501824
fla,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,10000000,133380,43.48%,10000384
fla,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,25000000,153687,50.10%,25001981
fla,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,50000000,168556,54.95%,50001906
fla,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,75000000,176221,57.45%,75001839
fla,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,100000000,181480,59.16%,100001774
fla,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,250000000,196889,64.18%,250001360
fla,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,500000000,207593,67.67%,499999913
fla,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,1000000,171561,3.17%,1001470
fla,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,2500000,380461,7.04%,2500598
fla,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,5000000,627588,11.61%,5001201
fla,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,7500000,799826,14.80%,7501796
fla,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,10000000,929437,17.20%,10000345
fla,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,25000000,1389506,25.71%,25001800
fla,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,50000000,1788565,33.10%,50001417
fla,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,75000000,2035600,37.67%,75000944
fla,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,100000000,2210566,40.90%,100000355
fla,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,250000000,2770402,51.26%,249996281
fla,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,500000000,3188857,59.01%,499986361
fla,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,1000000,100381,22.80%,1001471
fla,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,2500000,134120,30.46%,2500606
fla,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,5000000,160819,36.52%,5001208
fla,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,7500000,175121,39.77%,7501808
fla,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,10000000,184626,41.93%,10000357
fla,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,25000000,214905,48.80%,25001875
fla,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,50000000,239128,54.30%,50001624
