model,train-dataset,test-settings,n_samples,pattern,matches,match_percentage
vgpt2,mailru,all-12-100-80,500000000,r10,155517069,31.11
vgpt2,mailru,all-12-100-80,500000000,r11,4058036,0.81
vgpt2,mailru,all-12-100-80,500000000,r12,4173882,0.83
vgpt2,mailru,all-12-100-80,500000000,r13,2505433,0.5
vgpt2,mailru,all-12-100-80,500000000,r14,74172287,14.84
vgpt2,mailru,all-12-100-80,500000000,r15,422798,0.08
vgpt2,mailru,all-12-100-80,500000000,r16,80882,0.02
vgpt2,mailru,all-12-100-80,500000000,r17,2095434,0.42
vgpt2,mailru,all-12-100-80,500000000,r18,610349,0.12
vgpt2,mailru,all-12-100-80,500000000,r19,26249244,5.25
vgpt2,ashleymadison,all-12-100-80,500000000,r1,90853164,18.18
vgpt2,ashleymadison,all-12-100-80,500000000,r2,11239985,2.25
vgpt2,ashleymadison,all-12-100-80,500000000,r3,4775,0.0
vgpt2,ashleymadison,all-12-100-80,500000000,r4,237772,0.05
vgpt2,ashleymadison,all-12-100-80,500000000,r5,262,0.0
vgpt2,ashleymadison,all-12-100-80,500000000,r6,396261753,79.28
vgpt2,ashleymadison,all-12-100-80,500000000,r7,2736241,0.55
vgpt2,ashleymadison,all-12-100-80,500000000,r8,16017,0.0
vgpt2,ashleymadison,all-12-100-80,500000000,r9,9748113,1.95
vgpt2,ashleymadison,all-12-100-80,500000000,r10,223910570,44.8
vgpt2,ashleymadison,all-12-100-80,500000000,r11,1576984,0.32
vgpt2,ashleymadison,all-12-100-80,500000000,r12,2187949,0.44
vgpt2,ashleymadison,all-12-100-80,500000000,r13,60770,0.01
vgpt2,ashleymadison,all-12-100-80,500000000,r14,9347946,1.87
vgpt2,ashleymadison,all-12-100-80,500000000,r15,1213282,0.24
vgpt2,ashleymadison,all-12-100-80,500000000,r16,37879,0.01
vgpt2,ashleymadison,all-12-100-80,500000000,r17,3490605,0.7
vgpt2,ashleymadison,all-12-100-80,500000000,r18,479745,0.1
vgpt2,ashleymadison,all-12-100-80,500000000,r19,33539125,6.71
vgpt2,gmail,all-12-100-80,500000000,r1,79273967,15.86
vgpt2,gmail,all-12-100-80,500000000,r2,79273967,15.86
vgpt2,gmail,all-12-100-80,500000000,r3,0,0.0
vgpt2,gmail,all-12-100-80,500000000,r4,14092315,2.82
vgpt2,gmail,all-12-100-80,500000000,r5,1874,0.0
vgpt2,gmail,all-12-100-80,500000000,r6,363022648,72.61
vgpt2,gmail,all-12-100-80,500000000,r7,7523080,1.5
vgpt2,gmail,all-12-100-80,500000000,r8,811751,0.16
vgpt2,gmail,all-12-100-80,500000000,r9,35260081,7.05
vgpt2,gmail,all-12-100-80,500000000,r10,207283019,41.46
vgpt2,gmail,all-12-100-80,500000000,r11,8568663,1.71
vgpt2,gmail,all-12-100-80,500000000,r12,6775429,1.36
vgpt2,gmail,all-12-100-80,500000000,r13,2032335,0.41
vgpt2,gmail,all-12-100-80,500000000,r14,64927395,12.99
vgpt2,gmail,all-12-100-80,500000000,r15,858676,0.17
vgpt2,gmail,all-12-100-80,500000000,r16,210258,0.04
vgpt2,gmail,all-12-100-80,500000000,r17,2891811,0.58
vgpt2,gmail,all-12-100-80,500000000,r18,0,0.0
vgpt2,gmail,all-12-100-80,500000000,r19,44956783,8.99
vgpt2,taobao,all-12-100-80,500000000,r1,49448337,9.89
vgpt2,taobao,all-12-100-80,500000000,r2,46046578,9.21
vgpt2,taobao,all-12-100-80,500000000,r3,16053,0.0
vgpt2,taobao,all-12-100-80,500000000,r4,50848452,10.17
vgpt2,taobao,all-12-100-80,500000000,r5,41,0.0
vgpt2,taobao,all-12-100-80,500000000,r6,389883583,77.98
vgpt2,taobao,all-12-100-80,500000000,r7,1068180,0.21
vgpt2,taobao,all-12-100-80,500000000,r8,423911,0.08
vgpt2,taobao,all-12-100-80,500000000,r9,8323217,1.66
vgpt2,taobao,all-12-100-80,500000000,r10,270939884,54.19
vgpt2,taobao,all-12-100-80,500000000,r11,1221962,0.24
vgpt2,taobao,all-12-100-80,500000000,r12,2511918,0.5
vgpt2,taobao,all-12-100-80,500000000,r13,398788,0.08
vgpt2,taobao,all-12-100-80,500000000,r14,82069126,16.41
vgpt2,taobao,all-12-100-80,500000000,r15,35000,0.01
vgpt2,taobao,all-12-100-80,500000000,r16,2283,0.0
vgpt2,taobao,all-12-100-80,500000000,r17,152524,0.03
vgpt2,taobao,all-12-100-80,500000000,r18,94487,0.02
vgpt2,taobao,all-12-100-80,500000000,r19,44640814,8.93
vgpt2,linkedin,all-12-100-80,500000000,r1,91354125,18.27
vgpt2,linkedin,all-12-100-80,500000000,r2,66853164,13.37
vgpt2,linkedin,all-12-100-80,500000000,r3,720986,0.14
vgpt2,linkedin,all-12-100-80,500000000,r4,12431005,2.49
vgpt2,linkedin,all-12-100-80,500000000,r5,1071,0.0
vgpt2,linkedin,all-12-100-80,500000000,r6,317208177,63.45
vgpt2,linkedin,all-12-100-80,500000000,r7,15177061,3.04
vgpt2,linkedin,all-12-100-80,500000000,r8,1445319,0.29
vgpt2,linkedin,all-12-100-80,500000000,r9,62345269,12.47
vgpt2,linkedin,all-12-100-80,500000000,r10,212084981,42.42
vgpt2,linkedin,all-12-100-80,500000000,r11,19976369,4.0
vgpt2,linkedin,all-12-100-80,500000000,r12,4705485,0.94
vgpt2,linkedin,all-12-100-80,500000000,r13,3873118,0.77
vgpt2,linkedin,all-12-100-80,500000000,r14,43706847,8.74
vgpt2,linkedin,all-12-100-80,500000000,r15,760485,0.15
vgpt2,linkedin,all-12-100-80,500000000,r16,478082,0.1
vgpt2,linkedin,all-12-100-80,500000000,r17,2660210,0.53
vgpt2,linkedin,all-12-100-80,500000000,r18,5213342,1.04
vgpt2,linkedin,all-12-100-80,500000000,r19,45334124,9.07
real,libero,all-12-100-80,500000000,r1,280694,42.04
real,libero,all-12-100-80,500000000,r2,260456,39.01
real,libero,all-12-100-80,500000000,r3,12445,1.86
real,libero,all-12-100-80,500000000,r4,87465,13.1
real,libero,all-12-100-80,500000000,r5,22,0.0
real,libero,all-12-100-80,500000000,r6,283148,42.41
real,libero,all-12-100-80,500000000,r7,4189,0.63
real,libero,all-12-100-80,500000000,r8,526,0.08
real,libero,all-12-100-80,500000000,r9,11279,1.69
real,libero,all-12-100-80,500000000,r10,227381,34.06
real,libero,all-12-100-80,500000000,r11,4982,0.75
real,libero,all-12-100-80,500000000,r12,1616,0.24
real,libero,all-12-100-80,500000000,r13,605,0.09
real,libero,all-12-100-80,500000000,r14,106431,15.94
real,libero,all-12-100-80,500000000,r15,101,0.02
real,libero,all-12-100-80,500000000,r16,571,0.09
real,libero,all-12-100-80,500000000,r17,366,0.05
real,libero,all-12-100-80,500000000,r18,1573,0.24
real,libero,all-12-100-80,500000000,r19,46374,6.95
real,000webhost,all-12-100-80,500000000,r1,63573,0.42
real,000webhost,all-12-100-80,500000000,r2,26883,0.18
real,000webhost,all-12-100-80,500000000,r3,1337,0.01
real,000webhost,all-12-100-80,500000000,r4,5446,0.04
real,000webhost,all-12-100-80,500000000,r5,3417,0.02
real,000webhost,all-12-100-80,500000000,r6,14184261,92.89
real,000webhost,all-12-100-80,500000000,r7,182715,1.2
real,000webhost,all-12-100-80,500000000,r8,61306,0.4
real,000webhost,all-12-100-80,500000000,r9,758930,4.97
real,000webhost,all-12-100-80,500000000,r10,10553551,69.11
real,000webhost,all-12-100-80,500000000,r11,270462,1.77
real,000webhost,all-12-100-80,500000000,r12,101502,0.66
real,000webhost,all-12-100-80,500000000,r13,76131,0.5
real,000webhost,all-12-100-80,500000000,r14,505967,3.31
real,000webhost,all-12-100-80,500000000,r15,579,0.0
real,000webhost,all-12-100-80,500000000,r16,3438,0.02
real,000webhost,all-12-100-80,500000000,r17,2431,0.02
real,000webhost,all-12-100-80,500000000,r18,65084,0.43
real,000webhost,all-12-100-80,500000000,r19,2000085,13.1
real,rockyou,all-12-100-80,500000000,r1,14436387,44.28
real,rockyou,all-12-100-80,500000000,r2,13657982,41.89
real,rockyou,all-12-100-80,500000000,r3,492806,1.51
real,rockyou,all-12-100-80,500000000,r4,5193613,15.93
real,rockyou,all-12-100-80,500000000,r5,5227,0.02
real,rockyou,all-12-100-80,500000000,r6,11820884,36.26
real,rockyou,all-12-100-80,500000000,r7,535457,1.64
real,rockyou,all-12-100-80,500000000,r8,50378,0.15
real,rockyou,all-12-100-80,500000000,r9,544919,1.67
real,rockyou,all-12-100-80,500000000,r10,10314889,31.64
real,rockyou,all-12-100-80,500000000,r11,362498,1.11
real,rockyou,all-12-100-80,500000000,r12,219319,0.67
real,rockyou,all-12-100-80,500000000,r13,33174,0.1
real,rockyou,all-12-100-80,500000000,r14,5391008,16.54
real,rockyou,all-12-100-80,500000000,r15,13087,0.04
real,rockyou,all-12-100-80,500000000,r16,55442,0.17
real,rockyou,all-12-100-80,500000000,r17,22670,0.07
real,rockyou,all-12-100-80,500000000,r18,153718,0.47
real,rockyou,all-12-100-80,500000000,r19,3057623,9.38
real,mailru,all-12-100-80,500000000,r1,1012267,27.19
real,mailru,all-12-100-80,500000000,r2,907260,24.37
real,mailru,all-12-100-80,500000000,r3,10092,0.27
real,mailru,all-12-100-80,500000000,r4,690266,18.54
real,mailru,all-12-100-80,500000000,r5,49,0.0
real,mailru,all-12-100-80,500000000,r6,1943310,52.19
real,mailru,all-12-100-80,500000000,r7,22966,0.62
real,mailru,all-12-100-80,500000000,r8,13056,0.35
real,mailru,all-12-100-80,500000000,r9,41599,1.12
real,mailru,all-12-100-80,500000000,r10,1005177,27.0
real,mailru,all-12-100-80,500000000,r11,5064,0.14
real,mailru,all-12-100-80,500000000,r12,13777,0.37
real,mailru,all-12-100-80,500000000,r13,6019,0.16
real,mailru,all-12-100-80,500000000,r14,790445,21.23
real,mailru,all-12-100-80,500000000,r15,1024,0.03
real,mailru,all-12-100-80,500000000,r16,1660,0.04
real,mailru,all-12-100-80,500000000,r17,2067,0.06
real,mailru,all-12-100-80,500000000,r18,1272,0.03
real,mailru,all-12-100-80,500000000,r19,214195,5.75
real,ashleymadison,all-12-100-80,500000000,r1,131681,35.04
real,ashleymadison,all-12-100-80,500000000,r2,124705,33.18
real,ashleymadison,all-12-100-80,500000000,r3,3695,0.98
real,ashleymadison,all-12-100-80,500000000,r4,46300,12.32
real,ashleymadison,all-12-100-80,500000000,r5,12,0.0
real,ashleymadison,all-12-100-80,500000000,r6,196335,52.24
real,ashleymadison,all-12-100-80,500000000,r7,454,0.12
real,ashleymadison,all-12-100-80,500000000,r8,59,0.02
real,ashleymadison,all-12-100-80,500000000,r9,1012,0.27
real,ashleymadison,all-12-100-80,500000000,r10,157073,41.79
real,ashleymadison,all-12-100-80,500000000,r11,402,0.11
real,ashleymadison,all-12-100-80,500000000,r12,3928,1.05
real,ashleymadison,all-12-100-80,500000000,r13,55,0.01
real,ashleymadison,all-12-100-80,500000000,r14,50466,13.43
real,ashleymadison,all-12-100-80,500000000,r15,16,0.0
real,ashleymadison,all-12-100-80,500000000,r16,51,0.01
real,ashleymadison,all-12-100-80,500000000,r17,40,0.01
real,ashleymadison,all-12-100-80,500000000,r18,179,0.05
real,ashleymadison,all-12-100-80,500000000,r19,37998,10.11
real,gmail,all-12-100-80,500000000,r1,1959622,39.78
real,gmail,all-12-100-80,500000000,r2,1959622,39.78
real,gmail,all-12-100-80,500000000,r3,0,0.0
real,gmail,all-12-100-80,500000000,r4,773349,15.7
real,gmail,all-12-100-80,500000000,r5,1110,0.02
real,gmail,all-12-100-80,500000000,r6,2087754,42.38
real,gmail,all-12-100-80,500000000,r7,42195,0.86
real,gmail,all-12-100-80,500000000,r8,7064,0.14
real,gmail,all-12-100-80,500000000,r9,55577,1.13
real,gmail,all-12-100-80,500000000,r10,1643560,33.36
real,gmail,all-12-100-80,500000000,r11,26137,0.53
real,gmail,all-12-100-80,500000000,r12,28659,0.58
real,gmail,all-12-100-80,500000000,r13,4437,0.09
real,gmail,all-12-100-80,500000000,r14,834170,16.93
real,gmail,all-12-100-80,500000000,r15,5922,0.12
real,gmail,all-12-100-80,500000000,r16,3687,0.07
real,gmail,all-12-100-80,500000000,r17,8176,0.17
real,gmail,all-12-100-80,500000000,r18,0,0.0
real,gmail,all-12-100-80,500000000,r19,445650,9.05
real,taobao,all-12-100-80,500000000,r1,1176364,15.7
real,taobao,all-12-100-80,500000000,r2,1155576,15.42
real,taobao,all-12-100-80,500000000,r3,9641,0.13
real,taobao,all-12-100-80,500000000,r4,2090645,27.9
real,taobao,all-12-100-80,500000000,r5,441,0.01
real,taobao,all-12-100-80,500000000,r6,4187162,55.89
real,taobao,all-12-100-80,500000000,r7,7049,0.09
real,taobao,all-12-100-80,500000000,r8,7352,0.1
real,taobao,all-12-100-80,500000000,r9,22997,0.31
real,taobao,all-12-100-80,500000000,r10,3759224,50.18
real,taobao,all-12-100-80,500000000,r11,4220,0.06
real,taobao,all-12-100-80,500000000,r12,3178,0.04
real,taobao,all-12-100-80,500000000,r13,5653,0.08
real,taobao,all-12-100-80,500000000,r14,2132100,28.46
real,taobao,all-12-100-80,500000000,r15,45,0.0
real,taobao,all-12-100-80,500000000,r16,481,0.01
real,taobao,all-12-100-80,500000000,r17,479,0.01
real,taobao,all-12-100-80,500000000,r18,538,0.01
real,taobao,all-12-100-80,500000000,r19,743518,9.92
real,linkedin,all-12-100-80,500000000,r1,12361341,20.38
real,linkedin,all-12-100-80,500000000,r2,10930152,18.02
real,linkedin,all-12-100-80,500000000,r3,475632,0.78
real,linkedin,all-12-100-80,500000000,r4,11881956,19.59
real,linkedin,all-12-100-80,500000000,r5,3370,0.01
real,linkedin,all-12-100-80,500000000,r6,32276085,53.22
real,linkedin,all-12-100-80,500000000,r7,776301,1.28
real,linkedin,all-12-100-80,500000000,r8,100072,0.16
real,linkedin,all-12-100-80,500000000,r9,3251537,5.36
real,linkedin,all-12-100-80,500000000,r10,26141634,43.1
real,linkedin,all-12-100-80,500000000,r11,1196465,1.97
real,linkedin,all-12-100-80,500000000,r12,403080,0.66
real,linkedin,all-12-100-80,500000000,r13,152303,0.25
real,linkedin,all-12-100-80,500000000,r14,12875035,21.23
real,linkedin,all-12-100-80,500000000,r15,43592,0.07
real,linkedin,all-12-100-80,500000000,r16,209337,0.35
real,linkedin,all-12-100-80,500000000,r17,187798,0.31
real,linkedin,all-12-100-80,500000000,r18,499520,0.82
real,linkedin,all-12-100-80,500000000,r19,6080055,10.02
passflow,libero,all-12-100-80,500000000,r1,14130,34.43
passflow,libero,all-12-100-80,500000000,r2,12831,31.27
passflow,libero,all-12-100-80,500000000,r3,792,1.93
passflow,libero,all-12-100-80,500000000,r4,8950,21.81
passflow,libero,all-12-100-80,500000000,r5,1,0.0
passflow,libero,all-12-100-80,500000000,r6,17780,43.33
passflow,libero,all-12-100-80,500000000,r7,82,0.2
passflow,libero,all-12-100-80,500000000,r8,3,0.01
passflow,libero,all-12-100-80,500000000,r9,91,0.22
passflow,libero,all-12-100-80,500000000,r10,17251,42.04
passflow,libero,all-12-100-80,500000000,r11,88,0.21
passflow,libero,all-12-100-80,500000000,r12,53,0.13
passflow,libero,all-12-100-80,500000000,r13,2,0.0
passflow,libero,all-12-100-80,500000000,r14,9115,22.21
passflow,libero,all-12-100-80,500000000,r15,4,0.01
passflow,libero,all-12-100-80,500000000,r16,2,0.0
passflow,libero,all-12-100-80,500000000,r17,0,0.0
passflow,libero,all-12-100-80,500000000,r18,29,0.07
passflow,libero,all-12-100-80,500000000,r19,3623,8.83
fla,libero,all-12-100-80,500000000,r1,14130,34.43
fla,libero,all-12-100-80,500000000,r2,12831,31.27
fla,libero,all-12-100-80,500000000,r3,792,1.93
fla,libero,all-12-100-80,500000000,r4,8950,21.81
fla,libero,all-12-100-80,500000000,r5,1,0.0
fla,libero,all-12-100-80,500000000,r6,17780,43.33
fla,libero,all-12-100-80,500000000,r7,82,0.2
fla,libero,all-12-100-80,500000000,r8,3,0.01
fla,libero,all-12-100-80,500000000,r9,91,0.22
fla,libero,all-12-100-80,500000000,r10,17251,42.04
fla,libero,all-12-100-80,500000000,r11,88,0.21
fla,libero,all-12-100-80,500000000,r12,53,0.13
fla,libero,all-12-100-80,500000000,r13,2,0.0
fla,libero,all-12-100-80,500000000,r14,9115,22.21
fla,libero,all-12-100-80,500000000,r15,4,0.01
fla,libero,all-12-100-80,500000000,r16,2,0.0
fla,libero,all-12-100-80,500000000,r17,0,0.0
fla,libero,all-12-100-80,500000000,r18,29,0.07
fla,libero,all-12-100-80,500000000,r19,3623,8.83
real,libero,all-12-100-80,500000000,r1,280694,42.04
real,libero,all-12-100-80,500000000,r2,260456,39.01
real,libero,all-12-100-80,500000000,r3,12445,1.86
real,libero,all-12-100-80,500000000,r4,87465,13.1
real,libero,all-12-100-80,500000000,r5,22,0.0
real,libero,all-12-100-80,500000000,r6,283148,42.41
real,libero,all-12-100-80,500000000,r7,4189,0.63
real,libero,all-12-100-80,500000000,r8,526,0.08
real,libero,all-12-100-80,500000000,r9,11279,1.69
real,libero,all-12-100-80,500000000,r10,227381,34.06
real,libero,all-12-100-80,500000000,r11,4982,0.75
real,libero,all-12-100-80,500000000,r12,1616,0.24
real,libero,all-12-100-80,500000000,r13,605,0.09
real,libero,all-12-100-80,500000000,r14,106431,15.94
real,libero,all-12-100-80,500000000,r15,101,0.02
real,libero,all-12-100-80,500000000,r16,571,0.09
real,libero,all-12-100-80,500000000,r17,366,0.05
real,libero,all-12-100-80,500000000,r18,1573,0.24
real,libero,all-12-100-80,500000000,r19,46374,6.95
real,mailru,all-12-100-80,500000000,r1,1012267,27.19
real,mailru,all-12-100-80,500000000,r2,907260,24.37
real,mailru,all-12-100-80,500000000,r3,10092,0.27
real,mailru,all-12-100-80,500000000,r4,690266,18.54
real,mailru,all-12-100-80,500000000,r5,49,0.0
real,mailru,all-12-100-80,500000000,r6,1943310,52.19
real,mailru,all-12-100-80,500000000,r7,22966,0.62
real,mailru,all-12-100-80,500000000,r8,13056,0.35
real,mailru,all-12-100-80,500000000,r9,41599,1.12
real,mailru,all-12-100-80,500000000,r10,1005177,27.0
real,mailru,all-12-100-80,500000000,r11,5064,0.14
real,mailru,all-12-100-80,500000000,r12,13777,0.37
real,mailru,all-12-100-80,500000000,r13,6019,0.16
real,mailru,all-12-100-80,500000000,r14,790445,21.23
real,mailru,all-12-100-80,500000000,r15,1024,0.03
real,mailru,all-12-100-80,500000000,r16,1660,0.04
real,mailru,all-12-100-80,500000000,r17,2067,0.06
real,mailru,all-12-100-80,500000000,r18,1272,0.03
real,mailru,all-12-100-80,500000000,r19,214195,5.75
passflow,libero,all-12-100-80,500000000,r1,14130,34.43
passflow,libero,all-12-100-80,500000000,r2,12831,31.27
passflow,libero,all-12-100-80,500000000,r3,792,1.93
passflow,libero,all-12-100-80,500000000,r4,8950,21.81
passflow,libero,all-12-100-80,500000000,r5,1,0.0
passflow,libero,all-12-100-80,500000000,r6,17780,43.33
passflow,libero,all-12-100-80,500000000,r7,82,0.2
passflow,libero,all-12-100-80,500000000,r8,3,0.01
passflow,libero,all-12-100-80,500000000,r9,91,0.22
passflow,libero,all-12-100-80,500000000,r10,17251,42.04
passflow,libero,all-12-100-80,500000000,r11,88,0.21
passflow,libero,all-12-100-80,500000000,r12,53,0.13
passflow,libero,all-12-100-80,500000000,r13,2,0.0
passflow,libero,all-12-100-80,500000000,r14,9115,22.21
passflow,libero,all-12-100-80,500000000,r15,4,0.01
passflow,libero,all-12-100-80,500000000,r16,2,0.0
passflow,libero,all-12-100-80,500000000,r17,0,0.0
passflow,libero,all-12-100-80,500000000,r18,29,0.07
passflow,libero,all-12-100-80,500000000,r19,3623,8.83
fla,libero,all-12-100-80,500000000,r1,14130,34.43
fla,libero,all-12-100-80,500000000,r2,12831,31.27
fla,libero,all-12-100-80,500000000,r3,792,1.93
fla,libero,all-12-100-80,500000000,r4,8950,21.81
fla,libero,all-12-100-80,500000000,r5,1,0.0
fla,libero,all-12-100-80,500000000,r6,17780,43.33
fla,libero,all-12-100-80,500000000,r7,82,0.2
fla,libero,all-12-100-80,500000000,r8,3,0.01
fla,libero,all-12-100-80,500000000,r9,91,0.22
fla,libero,all-12-100-80,500000000,r10,17251,42.04
fla,libero,all-12-100-80,500000000,r11,88,0.21
fla,libero,all-12-100-80,500000000,r12,53,0.13
fla,libero,all-12-100-80,500000000,r13,2,0.0
fla,libero,all-12-100-80,500000000,r14,9115,22.21
fla,libero,all-12-100-80,500000000,r15,4,0.01
fla,libero,all-12-100-80,500000000,r16,2,0.0
fla,libero,all-12-100-80,500000000,r17,0,0.0
fla,libero,all-12-100-80,500000000,r18,29,0.07
fla,libero,all-12-100-80,500000000,r19,3623,8.83
real,libero,all-12-100-80,500000000,r1,280694,42.04
real,libero,all-12-100-80,500000000,r2,260456,39.01
real,libero,all-12-100-80,500000000,r3,12445,1.86
real,libero,all-12-100-80,500000000,r4,87465,13.1
real,libero,all-12-100-80,500000000,r5,22,0.0
real,libero,all-12-100-80,500000000,r6,283148,42.41
real,libero,all-12-100-80,500000000,r7,4189,0.63
real,libero,all-12-100-80,500000000,r8,526,0.08
real,libero,all-12-100-80,500000000,r9,11279,1.69
real,libero,all-12-100-80,500000000,r10,227381,34.06
real,libero,all-12-100-80,500000000,r11,4982,0.75
real,libero,all-12-100-80,500000000,r12,1616,0.24
real,libero,all-12-100-80,500000000,r13,605,0.09
real,libero,all-12-100-80,500000000,r14,106431,15.94
real,libero,all-12-100-80,500000000,r15,101,0.02
real,libero,all-12-100-80,500000000,r16,571,0.09
real,libero,all-12-100-80,500000000,r17,366,0.05
real,libero,all-12-100-80,500000000,r18,1573,0.24
real,libero,all-12-100-80,500000000,r19,46374,6.95
real,mailru,all-12-100-80,500000000,r1,1012267,27.19
real,mailru,all-12-100-80,500000000,r2,907260,24.37
real,mailru,all-12-100-80,500000000,r3,10092,0.27
real,mailru,all-12-100-80,500000000,r4,690266,18.54
real,mailru,all-12-100-80,500000000,r5,49,0.0
real,mailru,all-12-100-80,500000000,r6,1943310,52.19
real,mailru,all-12-100-80,500000000,r7,22966,0.62
real,mailru,all-12-100-80,500000000,r8,13056,0.35
real,mailru,all-12-100-80,500000000,r9,41599,1.12
real,mailru,all-12-100-80,500000000,r10,1005177,27.0
real,mailru,all-12-100-80,500000000,r11,5064,0.14
real,mailru,all-12-100-80,500000000,r12,13777,0.37
real,mailru,all-12-100-80,500000000,r13,6019,0.16
real,mailru,all-12-100-80,500000000,r14,790445,21.23
real,mailru,all-12-100-80,500000000,r15,1024,0.03
real,mailru,all-12-100-80,500000000,r16,1660,0.04
real,mailru,all-12-100-80,500000000,r17,2067,0.06
real,mailru,all-12-100-80,500000000,r18,1272,0.03
real,mailru,all-12-100-80,500000000,r19,214195,5.75
